"unik","id","forest","block","treatment","id_seedling","type","neg","arb","ves","coil","hyp.amf","endo","pres"
"5750","M-FM9-IR-IFM-AS-254","Mixed","9","Mixed inoculant","254","P",1,0,0,0,0,0,"0"
"5751","M-FM9-IR-IFM-AS-254","Mixed","9","Mixed inoculant","254","P",1,0,0,0,0,0,"0"
"5752","M-FM9-IR-IFM-AS-254","Mixed","9","Mixed inoculant","254","P",1,0,0,0,0,0,"0"
"5753","M-FM9-IR-IFM-AS-254","Mixed","9","Mixed inoculant","254","P",1,0,0,0,0,0,"0"
"5754","M-FM9-IR-IFM-AS-254","Mixed","9","Mixed inoculant","254","P",1,0,0,0,0,0,"0"
"5755","M-FM9-IR-IFM-AS-254","Mixed","9","Mixed inoculant","254","P",NA,0,0,0,0,1,"1"
"5756","M-FM9-IR-IFM-AS-254","Mixed","9","Mixed inoculant","254","P",1,0,0,0,0,0,"0"
"5757","M-FM9-IR-IFM-AS-254","Mixed","9","Mixed inoculant","254","P",1,0,0,0,0,0,"0"
"5758","M-FM9-IR-IFM-AS-254","Mixed","9","Mixed inoculant","254","P",NA,0,0,0,0,1,"1"
"5759","M-FM9-IR-IFM-AS-254","Mixed","9","Mixed inoculant","254","M",1,0,0,0,0,0,"0"
"5760","M-FM9-IR-IFM-AS-254","Mixed","9","Mixed inoculant","254","M",1,0,0,0,0,0,"0"
"5761","M-FM9-IR-IFM-AS-254","Mixed","9","Mixed inoculant","254","M",NA,0,0,0,0,1,"1"
"5762","M-FM9-IR-IFM-AS-254","Mixed","9","Mixed inoculant","254","M",NA,0,0,0,0,1,"1"
"5763","M-FM9-IR-IFM-AS-254","Mixed","9","Mixed inoculant","254","M",1,0,0,0,0,0,"0"
"5764","M-FM9-IR-IFM-AS-254","Mixed","9","Mixed inoculant","254","M",NA,0,0,0,0,1,"1"
"5765","M-FM9-IR-IFM-AS-254","Mixed","9","Mixed inoculant","254","M",1,0,0,0,0,0,"0"
"5766","M-FM9-IR-IFM-AS-254","Mixed","9","Mixed inoculant","254","M",NA,0,0,0,0,1,"1"
"5767","M-FM9-IR-IFM-AS-254","Mixed","9","Mixed inoculant","254","M",NA,0,0,0,0,1,"1"
"5768","M-FM9-IR-IFM-AS-254","Mixed","9","Mixed inoculant","254","M",1,0,0,0,0,0,"0"
"5769","M-FM9-IR-IFM-AS-254","Mixed","9","Mixed inoculant","254","M",1,0,0,0,0,0,"0"
"5770","M-FM9-IR-IFM-AS-254","Mixed","9","Mixed inoculant","254","M",NA,0,0,0,0,1,"1"
"5771","M-FM9-IR-IFM-AS-254","Mixed","9","Mixed inoculant","254","M",1,0,0,0,0,0,"0"
"5772","M-FM9-IR-IFM-AS-254","Mixed","9","Mixed inoculant","254","M",1,0,0,0,0,0,"0"
"5773","M-FM9-IR-IFM-AS-254","Mixed","9","Mixed inoculant","254","M",NA,0,0,0,0,1,"1"
"5774","M-FM9-IR-IFM-AS-254","Mixed","9","Mixed inoculant","254","M",NA,0,0,0,0,1,"1"
"5775","M-FM9-IR-IFM-AS-254","Mixed","9","Mixed inoculant","254","M",NA,0,0,0,0,1,"1"
"5776","M-FM9-IR-IFM-AS-254","Mixed","9","Mixed inoculant","254","M",1,0,0,0,0,0,"0"
"5777","M-FM9-IR-IFM-AS-254","Mixed","9","Mixed inoculant","254","M",1,0,0,0,0,0,"0"
"5778","M-FM9-IR-IFM-AS-254","Mixed","9","Mixed inoculant","254","M",1,0,0,0,0,0,"0"
"5779","M-FM9-IR-IFM-AS-254","Mixed","9","Mixed inoculant","254","M",NA,0,0,0,0,1,"1"
"5780","M-FM9-IR-IFM-AS-254","Mixed","9","Mixed inoculant","254","M",1,0,0,0,0,0,"0"
"5781","M-FM9-IR-IFM-AS-254","Mixed","9","Mixed inoculant","254","M",1,0,0,0,0,0,"0"
"5782","M-FM9-IR-IFM-AS-254","Mixed","9","Mixed inoculant","254","M",NA,0,0,0,0,1,"1"
"5783","M-FM9-IR-IFM-AS-254","Mixed","9","Mixed inoculant","254","M",NA,0,0,0,0,1,"1"
"5784","M-FM9-IR-IFM-AS-254","Mixed","9","Mixed inoculant","254","M",NA,0,0,0,0,1,"1"
"5785","M-FM9-IR-IFM-AS-254","Mixed","9","Mixed inoculant","254","M",NA,0,0,0,0,1,"1"
"5786","M-FM9-IR-IFM-AS-254","Mixed","9","Mixed inoculant","254","M",1,0,0,0,0,0,"0"
"5787","M-FM9-IR-IFM-AS-254","Mixed","9","Mixed inoculant","254","M",1,0,0,0,0,0,"0"
"5788","M-FM9-IR-IFM-AS-254","Mixed","9","Mixed inoculant","254","M",1,0,0,0,0,0,"0"
"5789","M-FM9-IR-IFM-AS-254","Mixed","9","Mixed inoculant","254","M",1,0,0,0,0,0,"0"
"5790","M-FM9-IR-IFM-AS-254","Mixed","9","Mixed inoculant","254","M",1,0,0,0,0,0,"0"
"5791","M-FM9-IR-IFM-AS-254","Mixed","9","Mixed inoculant","254","M",NA,0,0,0,0,1,"1"
"5792","M-FM9-IR-IFM-AS-254","Mixed","9","Mixed inoculant","254","M",1,0,0,0,0,0,"0"
"5793","M-FM9-IR-IFM-AS-254","Mixed","9","Mixed inoculant","254","M",1,0,0,0,0,0,"0"
"5794","M-FM9-IR-IFM-AS-254","Mixed","9","Mixed inoculant","254","M",1,0,0,0,0,0,"0"
"5795","M-FM9-IR-IFM-AS-254","Mixed","9","Mixed inoculant","254","M",NA,0,0,0,1,0,"1"
"5796","M-FM9-IR-IFM-AS-254","Mixed","9","Mixed inoculant","254","M",1,0,0,0,0,0,"0"
"5797","M-FM9-IR-IFM-AS-254","Mixed","9","Mixed inoculant","254","M",NA,0,0,0,1,1,"1"
"5798","M-FM9-IR-IFM-AS-254","Mixed","9","Mixed inoculant","254","M",1,0,0,0,0,0,"0"
"5799","M-FM9-IR-IFM-AS-254","Mixed","9","Mixed inoculant","254","M",1,0,0,0,0,0,"0"
"5800","M-FM9-IR-IFM-AS-254","Mixed","9","Mixed inoculant","254","M",1,0,0,0,0,0,"0"
"5801","M-FM9-IR-IFM-AS-254","Mixed","9","Mixed inoculant","254","M",1,0,0,0,0,0,"0"
"5802","M-FM9-IR-IFM-AS-254","Mixed","9","Mixed inoculant","254","M",NA,0,0,0,0,1,"1"
"5803","M-FM9-IR-IFM-AS-254","Mixed","9","Mixed inoculant","254","M",NA,0,0,0,1,0,"1"
"5804","M-FM9-IR-IFM-AS-254","Mixed","9","Mixed inoculant","254","M",1,0,0,0,0,0,"0"
"5805","M-FM9-IR-IFM-AS-254","Mixed","9","Mixed inoculant","254","M",NA,0,0,0,0,1,"1"
"5806","M-FM9-IR-IFM-AS-254","Mixed","9","Mixed inoculant","254","M",1,0,0,0,0,0,"0"
"5807","M-FM9-IR-IFM-AS-254","Mixed","9","Mixed inoculant","254","M",1,0,0,0,0,0,"0"
"5808","M-FM9-IR-IFM-AS-254","Mixed","9","Mixed inoculant","254","M",1,0,0,0,0,0,"0"
"5809","M-FM9-IR-IFM-AS-254","Mixed","9","Mixed inoculant","254","M",1,0,0,0,0,0,"0"
"5810","M-FM9-IR-IFM-AS-254","Mixed","9","Mixed inoculant","254","M",1,0,0,0,0,0,"0"
"5811","M-FB6-IR-IFM-AS-173","Boreal","8","Mixed inoculant","173","P",1,0,0,0,0,0,"0"
"5812","M-FB6-IR-IFM-AS-173","Boreal","8","Mixed inoculant","173","P",1,0,0,0,0,0,"0"
"5813","M-FB6-IR-IFM-AS-173","Boreal","8","Mixed inoculant","173","P",1,0,0,0,0,0,"0"
"5814","M-FB6-IR-IFM-AS-173","Boreal","8","Mixed inoculant","173","P",1,0,0,0,0,0,"0"
"5815","M-FB6-IR-IFM-AS-173","Boreal","8","Mixed inoculant","173","P",1,0,0,0,0,0,"0"
"5816","M-FB6-IR-IFM-AS-173","Boreal","8","Mixed inoculant","173","P",1,0,0,0,0,0,"0"
"5817","M-FB6-IR-IFM-AS-173","Boreal","8","Mixed inoculant","173","P",1,0,0,0,0,0,"0"
"5818","M-FB6-IR-IFM-AS-173","Boreal","8","Mixed inoculant","173","P",1,0,0,0,0,0,"0"
"5819","M-FB6-IR-IFM-AS-173","Boreal","8","Mixed inoculant","173","P",1,0,0,0,0,0,"0"
"5820","M-FB6-IR-IFM-AS-173","Boreal","8","Mixed inoculant","173","P",NA,0,0,0,0,1,"1"
"5821","M-FB6-IR-IFM-AS-173","Boreal","8","Mixed inoculant","173","P",1,0,0,0,0,0,"0"
"5822","M-FB6-IR-IFM-AS-173","Boreal","8","Mixed inoculant","173","P",1,0,0,0,0,0,"0"
"5823","M-FB6-IR-IFM-AS-173","Boreal","8","Mixed inoculant","173","P",NA,0,0,0,0,1,"1"
"5824","M-FB6-IR-IFM-AS-173","Boreal","8","Mixed inoculant","173","P",1,0,0,0,0,0,"0"
"5825","M-FB6-IR-IFM-AS-173","Boreal","8","Mixed inoculant","173","P",1,0,0,0,0,0,"0"
"5826","M-FB6-IR-IFM-AS-173","Boreal","8","Mixed inoculant","173","P",NA,0,1,0,0,0,"1"
"5827","M-FB6-IR-IFM-AS-173","Boreal","8","Mixed inoculant","173","P",1,0,0,0,0,0,"0"
"5828","M-FB6-IR-IFM-AS-173","Boreal","8","Mixed inoculant","173","P",1,0,0,0,0,0,"0"
"5829","M-FB6-IR-IFM-AS-173","Boreal","8","Mixed inoculant","173","P",1,0,0,0,0,0,"0"
"5830","M-FB6-IR-IFM-AS-173","Boreal","8","Mixed inoculant","173","P",1,0,0,0,0,0,"0"
"5831","M-FB6-IR-IFM-AS-173","Boreal","8","Mixed inoculant","173","P",1,0,0,0,0,0,"0"
"5832","M-FB6-IR-IFM-AS-173","Boreal","8","Mixed inoculant","173","P",1,0,0,0,0,0,"0"
"5833","M-FB6-IR-IFM-AS-173","Boreal","8","Mixed inoculant","173","P",NA,0,0,0,0,1,"1"
"5834","M-FB6-IR-IFM-AS-173","Boreal","8","Mixed inoculant","173","P",1,0,0,0,0,0,"0"
"5835","M-FB6-IR-IFM-AS-173","Boreal","8","Mixed inoculant","173","P",1,0,0,0,0,0,"0"
"5836","M-FB6-IR-IFM-AS-173","Boreal","8","Mixed inoculant","173","P",1,0,0,0,0,0,"0"
"5837","M-FB6-IR-IFM-AS-173","Boreal","8","Mixed inoculant","173","P",NA,0,0,0,0,1,"1"
"5838","M-FB6-IR-IFM-AS-173","Boreal","8","Mixed inoculant","173","P",1,0,0,0,0,0,"0"
"5839","M-FB6-IR-IFM-AS-173","Boreal","8","Mixed inoculant","173","P",1,0,0,0,0,0,"0"
"5840","M-FB6-IR-IFM-AS-173","Boreal","8","Mixed inoculant","173","P",1,0,0,0,0,0,"0"
"5841","M-FB6-IR-IFM-AS-173","Boreal","8","Mixed inoculant","173","P",NA,0,1,0,0,0,"1"
"5842","M-FB6-IR-IFM-AS-173","Boreal","8","Mixed inoculant","173","P",NA,0,0,0,0,1,"1"
"5843","M-FB6-IR-IFM-AS-173","Boreal","8","Mixed inoculant","173","P",1,0,0,0,0,0,"0"
"5844","M-FB6-IR-IFM-AS-173","Boreal","8","Mixed inoculant","173","P",1,0,0,0,0,0,"0"
"5845","M-FB6-IR-IFM-AS-173","Boreal","8","Mixed inoculant","173","P",1,0,0,0,0,0,"0"
"5846","M-FB6-IR-IFM-AS-173","Boreal","8","Mixed inoculant","173","P",NA,0,0,0,0,1,"1"
"5847","M-FB6-IR-IFM-AS-173","Boreal","8","Mixed inoculant","173","P",NA,0,0,0,1,0,"1"
"5848","M-FB6-IR-IFM-AS-173","Boreal","8","Mixed inoculant","173","P",1,0,0,0,0,0,"0"
"5849","M-FB6-IR-IFM-AS-173","Boreal","8","Mixed inoculant","173","P",1,0,0,0,0,0,"0"
"5850","M-FB6-IR-IFM-AS-173","Boreal","8","Mixed inoculant","173","P",1,0,0,0,0,0,"0"
"5851","M-FB6-IR-IFM-AS-173","Boreal","8","Mixed inoculant","173","P",1,0,0,0,0,0,"0"
"5852","M-FB6-IR-IFM-AS-173","Boreal","8","Mixed inoculant","173","P",1,0,0,0,0,0,"0"
"5853","M-FT6-NIR-AS-155","Temperate","6","Untreated","155","P",NA,0,0,0,0,1,"1"
"5854","M-FT6-NIR-AS-155","Temperate","6","Untreated","155","P",NA,0,1,0,2,1,"1"
"5855","M-FT6-NIR-AS-155","Temperate","6","Untreated","155","P",NA,0,0,0,2,1,"1"
"5856","M-FT6-NIR-AS-155","Temperate","6","Untreated","155","P",NA,0,0,0,1,0,"1"
"5857","M-FT6-NIR-AS-155","Temperate","6","Untreated","155","P",1,0,0,0,0,0,"0"
"5858","M-FT6-NIR-AS-155","Temperate","6","Untreated","155","P",NA,0,0,2,2,1,"1"
"5859","M-FT6-NIR-AS-155","Temperate","6","Untreated","155","P",1,0,0,0,0,0,"0"
"5860","M-FT6-NIR-AS-155","Temperate","6","Untreated","155","P",NA,0,0,0,1,0,"1"
"5861","M-FT6-NIR-AS-155","Temperate","6","Untreated","155","P",NA,0,0,1,3,0,"1"
"5862","M-FT6-NIR-AS-155","Temperate","6","Untreated","155","P",NA,0,0,2,3,0,"1"
"5863","M-FT6-NIR-AS-155","Temperate","6","Untreated","155","P",1,0,0,0,0,0,"0"
"5864","M-FT6-NIR-AS-155","Temperate","6","Untreated","155","P",NA,0,1,0,0,0,"1"
"5865","M-FT6-NIR-AS-155","Temperate","6","Untreated","155","P",1,0,0,0,0,0,"0"
"5866","M-FT6-NIR-AS-155","Temperate","6","Untreated","155","P",NA,0,0,0,1,0,"1"
"5867","M-FT6-NIR-AS-155","Temperate","6","Untreated","155","P",NA,0,0,0,2,0,"1"
"5868","M-FT6-NIR-AS-155","Temperate","6","Untreated","155","P",NA,0,0,0,2,0,"1"
"5869","M-FT6-NIR-AS-155","Temperate","6","Untreated","155","P",NA,0,0,0,1,0,"1"
"5870","M-FT6-NIR-AS-155","Temperate","6","Untreated","155","P",NA,0,0,0,2,0,"1"
"5871","M-FT6-NIR-AS-155","Temperate","6","Untreated","155","P",NA,0,1,0,1,0,"1"
"5872","M-FT6-NIR-AS-155","Temperate","6","Untreated","155","P",NA,0,0,0,0,2,"1"
"5873","M-FT6-NIR-AS-155","Temperate","6","Untreated","155","P",NA,0,0,1,2,1,"1"
"5874","M-FT6-NIR-AS-155","Temperate","6","Untreated","155","P",NA,0,0,0,0,1,"1"
"5875","M-FT6-NIR-AS-155","Temperate","6","Untreated","155","P",NA,0,0,0,1,2,"1"
"5876","M-FT6-NIR-AS-155","Temperate","6","Untreated","155","P",NA,0,0,1,3,0,"1"
"5877","M-FT6-NIR-AS-155","Temperate","6","Untreated","155","P",NA,0,1,1,1,0,"1"
"5878","M-FT6-NIR-AS-155","Temperate","6","Untreated","155","P",NA,0,0,3,3,0,"1"
"5879","M-FT6-NIR-AS-155","Temperate","6","Untreated","155","P",NA,0,0,2,3,0,"1"
"5880","M-FT6-NIR-AS-155","Temperate","6","Untreated","155","P",NA,0,0,1,2,0,"1"
"5881","M-FT6-NIR-AS-155","Temperate","6","Untreated","155","P",NA,0,0,0,0,1,"1"
"5882","M-FT6-NIR-AS-155","Temperate","6","Untreated","155","P",NA,0,0,0,2,0,"1"
"5883","M-FT6-NIR-AS-155","Temperate","6","Untreated","155","P",NA,0,0,0,1,0,"1"
"5884","M-FT6-NIR-AS-155","Temperate","6","Untreated","155","P",NA,0,0,0,1,0,"1"
"5885","M-FT6-NIR-AS-155","Temperate","6","Untreated","155","P",NA,0,0,0,1,1,"1"
"5886","M-FT6-NIR-AS-155","Temperate","6","Untreated","155","P",1,0,0,0,0,0,"0"
"5887","M-FT6-NIR-AS-155","Temperate","6","Untreated","155","P",1,0,0,0,0,0,"0"
"5888","M-FT6-NIR-AS-155","Temperate","6","Untreated","155","P",NA,0,0,0,0,1,"1"
"5889","M-FT6-NIR-AS-155","Temperate","6","Untreated","155","P",NA,0,0,0,0,2,"1"
"5890","M-FT6-NIR-AS-155","Temperate","6","Untreated","155","P",1,0,0,0,0,0,"0"
"5891","M-FT6-NIR-AS-155","Temperate","6","Untreated","155","P",1,0,0,0,0,0,"0"
"5892","M-FT6-NIR-AS-155","Temperate","6","Untreated","155","P",NA,0,0,0,1,0,"1"
"5893","M-FT6-NIR-AS-155","Temperate","6","Untreated","155","P",NA,0,0,0,2,0,"1"
"5894","M-FT6-NIR-AS-155","Temperate","6","Untreated","155","P",NA,0,0,0,1,0,"1"
"5895","M-FT3-NIR-AS-65","Temperate","3","Untreated","65","P",NA,0,0,0,1,0,"1"
"5896","M-FT3-NIR-AS-65","Temperate","3","Untreated","65","P",NA,0,0,0,0,2,"1"
"5897","M-FT3-NIR-AS-65","Temperate","3","Untreated","65","P",1,0,0,0,0,0,"0"
"5898","M-FT3-NIR-AS-65","Temperate","3","Untreated","65","P",NA,0,0,0,1,0,"1"
"5899","M-FT3-NIR-AS-65","Temperate","3","Untreated","65","P",NA,0,0,0,1,1,"1"
"5900","M-FT3-NIR-AS-65","Temperate","3","Untreated","65","P",1,0,0,0,0,0,"0"
"5901","M-FT3-NIR-AS-65","Temperate","3","Untreated","65","P",NA,0,0,1,2,0,"1"
"5902","M-FT3-NIR-AS-65","Temperate","3","Untreated","65","P",NA,0,0,2,3,0,"1"
"5903","M-FT3-NIR-AS-65","Temperate","3","Untreated","65","P",NA,0,0,0,1,0,"1"
"5904","M-FT3-NIR-AS-65","Temperate","3","Untreated","65","P",NA,0,1,2,2,0,"1"
"5905","M-FT3-NIR-AS-65","Temperate","3","Untreated","65","P",NA,0,0,1,2,0,"1"
"5906","M-FT3-NIR-AS-65","Temperate","3","Untreated","65","P",1,0,0,0,0,0,"0"
"5907","M-FT3-NIR-AS-65","Temperate","3","Untreated","65","P",1,0,0,0,0,0,"0"
"5908","M-FT3-NIR-AS-65","Temperate","3","Untreated","65","P",NA,0,0,0,1,0,"1"
"5909","M-FT3-NIR-AS-65","Temperate","3","Untreated","65","P",NA,0,0,0,2,0,"1"
"5910","M-FT3-NIR-AS-65","Temperate","3","Untreated","65","P",NA,0,0,0,0,2,"1"
"5911","M-FT3-NIR-AS-65","Temperate","3","Untreated","65","P",1,0,0,0,0,0,"0"
"5912","M-FT3-NIR-AS-65","Temperate","3","Untreated","65","P",NA,0,1,0,0,1,"1"
"5913","M-FT3-NIR-AS-65","Temperate","3","Untreated","65","P",NA,0,1,0,1,0,"1"
"5914","M-FT3-NIR-AS-65","Temperate","3","Untreated","65","P",NA,0,0,1,2,0,"1"
"5915","M-FT3-NIR-AS-65","Temperate","3","Untreated","65","P",NA,0,0,0,0,1,"1"
"5916","M-FT3-NIR-AS-65","Temperate","3","Untreated","65","P",NA,0,0,1,2,0,"1"
"5917","M-FT3-NIR-AS-65","Temperate","3","Untreated","65","P",1,0,0,0,0,0,"0"
"5918","M-FT3-NIR-AS-65","Temperate","3","Untreated","65","P",NA,0,0,0,1,0,"1"
"5919","M-FT3-NIR-AS-65","Temperate","3","Untreated","65","P",NA,0,0,0,2,0,"1"
"5920","M-FT3-NIR-AS-65","Temperate","3","Untreated","65","P",1,0,0,0,0,0,"0"
"5921","M-FT3-NIR-AS-65","Temperate","3","Untreated","65","P",1,0,0,0,0,0,"0"
"5922","M-FT3-NIR-AS-65","Temperate","3","Untreated","65","P",NA,0,0,0,0,1,"1"
"5923","M-FT3-NIR-AS-65","Temperate","3","Untreated","65","P",1,0,0,0,0,0,"0"
"5924","M-FT3-NIR-AS-65","Temperate","3","Untreated","65","P",1,0,0,0,0,0,"0"
"5925","M-FT3-NIR-AS-65","Temperate","3","Untreated","65","P",1,0,0,0,0,0,"0"
"5926","M-FT3-NIR-AS-65","Temperate","3","Untreated","65","P",1,0,0,0,0,0,"0"
"5927","M-FT3-NIR-AS-65","Temperate","3","Untreated","65","P",NA,0,0,0,1,0,"1"
"5928","M-FT3-NIR-AS-65","Temperate","3","Untreated","65","P",NA,0,0,0,1,0,"0"
"5929","M-FT3-NIR-AS-65","Temperate","3","Untreated","65","P",NA,0,0,0,0,1,"1"
"5930","M-FT3-NIR-AS-65","Temperate","3","Untreated","65","P",NA,0,0,0,0,1,"1"
"5931","M-FT3-NIR-AS-65","Temperate","3","Untreated","65","P",1,0,0,0,0,0,"0"
"5932","M-FT3-NIR-AS-65","Temperate","3","Untreated","65","P",NA,0,0,0,0,1,"1"
"5933","M-FT3-NIR-AS-65","Temperate","3","Untreated","65","P",NA,0,0,0,2,0,"1"
"5934","M-FT3-NIR-AS-65","Temperate","3","Untreated","65","P",NA,0,0,0,0,1,"1"
"5935","M-FT3-NIR-AS-65","Temperate","3","Untreated","65","P",NA,0,0,0,1,0,"1"
"5936","M-FT3-NIR-AS-65","Temperate","3","Untreated","65","P",NA,0,0,0,0,1,"1"
"5937","M-FT3-NIR-AS-65","Temperate","3","Untreated","65","P",NA,0,0,0,0,2,"1"
"5938","M-FT3-NIR-AS-65","Temperate","3","Untreated","65","P",1,0,0,0,0,0,"0"
"5939","M-FT3-NIR-AS-65","Temperate","3","Untreated","65","P",NA,0,0,0,0,1,"1"
"5940","M-FM6-IR-IFB-AS-163","Mixed","6","Boreal inoculant","163","P",1,0,0,0,0,0,"0"
"5941","M-FM6-IR-IFB-AS-163","Mixed","6","Boreal inoculant","163","P",NA,0,0,0,0,2,"1"
"5942","M-FM6-IR-IFB-AS-163","Mixed","6","Boreal inoculant","163","P",1,0,0,0,0,0,"0"
"5943","M-FM6-IR-IFB-AS-163","Mixed","6","Boreal inoculant","163","P",1,0,0,0,0,0,"0"
"5944","M-FM6-IR-IFB-AS-163","Mixed","6","Boreal inoculant","163","P",NA,0,0,0,0,1,"1"
"5945","M-FM6-IR-IFB-AS-163","Mixed","6","Boreal inoculant","163","P",NA,0,0,0,0,1,"1"
"5946","M-FM6-IR-IFB-AS-163","Mixed","6","Boreal inoculant","163","P",NA,0,0,0,0,1,"1"
"5947","M-FM6-IR-IFB-AS-163","Mixed","6","Boreal inoculant","163","P",NA,0,0,0,0,1,"1"
"5948","M-FM6-IR-IFB-AS-163","Mixed","6","Boreal inoculant","163","P",1,0,0,0,0,0,"0"
"5949","M-FM6-IR-IFB-AS-163","Mixed","6","Boreal inoculant","163","P",1,0,0,0,0,0,"0"
"5950","M-FM6-IR-IFB-AS-163","Mixed","6","Boreal inoculant","163","P",NA,0,0,0,0,1,"1"
"5951","M-FM6-IR-IFB-AS-163","Mixed","6","Boreal inoculant","163","P",1,0,0,0,0,0,"0"
"5952","M-FM6-IR-IFB-AS-163","Mixed","6","Boreal inoculant","163","P",1,0,0,0,0,0,"0"
"5953","M-FM6-IR-IFB-AS-163","Mixed","6","Boreal inoculant","163","P",NA,0,0,0,1,1,"1"
"5954","M-FM6-IR-IFB-AS-163","Mixed","6","Boreal inoculant","163","P",NA,0,0,0,0,1,"1"
"5955","M-FM6-IR-IFB-AS-163","Mixed","6","Boreal inoculant","163","P",NA,0,0,0,0,1,"1"
"5956","M-FM6-IR-IFB-AS-163","Mixed","6","Boreal inoculant","163","P",1,0,0,0,0,0,"0"
"5957","M-FM6-IR-IFB-AS-163","Mixed","6","Boreal inoculant","163","P",1,0,0,0,0,0,"0"
"5958","M-FM6-IR-IFB-AS-163","Mixed","6","Boreal inoculant","163","P",1,0,0,0,0,0,"0"
"5959","M-FM6-IR-IFB-AS-163","Mixed","6","Boreal inoculant","163","P",NA,0,0,0,0,1,"1"
"5960","M-FM6-IR-IFB-AS-163","Mixed","6","Boreal inoculant","163","P",1,0,0,0,0,0,"0"
"5961","M-FM6-IR-IFB-AS-163","Mixed","6","Boreal inoculant","163","P",1,0,0,0,0,0,"0"
"5962","M-FM6-IR-IFB-AS-163","Mixed","6","Boreal inoculant","163","P",1,0,0,0,0,0,"0"
"5963","M-FM6-IR-IFB-AS-163","Mixed","6","Boreal inoculant","163","P",1,0,0,0,0,0,"0"
"5964","M-FM6-IR-IFB-AS-163","Mixed","6","Boreal inoculant","163","P",1,0,0,0,0,0,"0"
"5965","M-FM6-IR-IFB-AS-163","Mixed","6","Boreal inoculant","163","P",1,0,0,0,0,0,"0"
"5966","M-FM6-IR-IFB-AS-163","Mixed","6","Boreal inoculant","163","P",1,0,0,0,0,0,"0"
"5967","M-FM6-IR-IFB-AS-163","Mixed","6","Boreal inoculant","163","P",1,0,0,0,0,0,"0"
"5968","M-FM6-IR-IFB-AS-163","Mixed","6","Boreal inoculant","163","P",NA,0,0,0,0,1,"1"
"5969","M-FM6-IR-IFB-AS-163","Mixed","6","Boreal inoculant","163","P",1,0,0,0,0,0,"0"
"5970","M-FM6-IR-IFB-AS-163","Mixed","6","Boreal inoculant","163","P",NA,0,0,0,0,2,"1"
"5971","M-FM6-IR-IFB-AS-163","Mixed","6","Boreal inoculant","163","P",NA,0,0,0,0,2,"1"
"5972","M-FM6-IR-IFB-AS-163","Mixed","6","Boreal inoculant","163","P",NA,0,0,0,0,2,"1"
"5973","M-FM6-IR-IFB-AS-163","Mixed","6","Boreal inoculant","163","P",1,0,0,0,0,0,"0"
"5974","M-FM6-IR-IFB-AS-163","Mixed","6","Boreal inoculant","163","P",NA,0,0,0,1,1,"1"
"5975","M-FM6-IR-IFB-AS-163","Mixed","6","Boreal inoculant","163","P",1,0,0,0,0,0,"0"
"5976","M-FM6-IR-IFB-AS-163","Mixed","6","Boreal inoculant","163","P",1,0,0,0,0,0,"0"
"5977","M-FM6-IR-IFB-AS-163","Mixed","6","Boreal inoculant","163","P",1,0,0,0,0,0,"0"
"5978","M-FM6-IR-IFB-AS-163","Mixed","6","Boreal inoculant","163","P",1,0,0,0,0,0,"0"
"5979","M-FM10-NIR-AS-285","Mixed","10","Untreated","285","P",1,0,0,0,0,0,"0"
"5980","M-FM10-NIR-AS-285","Mixed","10","Untreated","285","P",NA,0,0,0,0,1,"1"
"5981","M-FM10-NIR-AS-285","Mixed","10","Untreated","285","P",1,0,0,0,0,0,"0"
"5982","M-FM10-NIR-AS-285","Mixed","10","Untreated","285","P",NA,0,0,0,0,2,"1"
"5983","M-FM10-NIR-AS-285","Mixed","10","Untreated","285","P",1,0,0,0,0,0,"0"
"5984","M-FM10-NIR-AS-285","Mixed","10","Untreated","285","P",NA,0,0,0,0,1,"1"
"5985","M-FM10-NIR-AS-285","Mixed","10","Untreated","285","P",1,0,0,0,0,0,"0"
"5986","M-FM10-NIR-AS-285","Mixed","10","Untreated","285","P",1,0,0,0,0,0,"0"
"5987","M-FM10-NIR-AS-285","Mixed","10","Untreated","285","P",1,0,0,0,0,0,"0"
"5988","M-FM10-NIR-AS-285","Mixed","10","Untreated","285","P",1,0,0,0,0,0,"0"
"5989","M-FM10-NIR-AS-285","Mixed","10","Untreated","285","P",1,0,0,0,0,0,"0"
"5990","M-FM10-NIR-AS-285","Mixed","10","Untreated","285","P",NA,0,1,0,0,0,"1"
"5991","M-FM10-NIR-AS-285","Mixed","10","Untreated","285","P",1,0,0,0,0,0,"0"
"5992","M-FM10-NIR-AS-285","Mixed","10","Untreated","285","P",1,0,0,0,0,0,"0"
"5993","M-FM10-NIR-AS-285","Mixed","10","Untreated","285","P",NA,0,1,0,0,1,"1"
"5994","M-FM10-NIR-AS-285","Mixed","10","Untreated","285","P",1,0,0,0,0,0,"0"
"5995","M-FM10-NIR-AS-285","Mixed","10","Untreated","285","P",1,0,0,0,0,0,"0"
"5996","M-FM10-NIR-AS-285","Mixed","10","Untreated","285","P",NA,0,1,0,0,1,"1"
"5997","M-FM10-NIR-AS-285","Mixed","10","Untreated","285","P",1,0,0,0,0,0,"0"
"5998","M-FM10-NIR-AS-285","Mixed","10","Untreated","285","P",1,0,0,0,0,0,"0"
"5999","M-FM10-NIR-AS-285","Mixed","10","Untreated","285","P",NA,0,1,0,0,2,"1"
"6000","M-FM10-NIR-AS-285","Mixed","10","Untreated","285","P",NA,0,1,0,0,1,"1"
